% Model,20260626_TI_field_CompactY_X50_Y10_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 4 2026, 16:00"
% Dimension,2
% Nodes,1567
% Expressions,4
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=1,ec.Ey (V/m) @ idx=1,ec.Ex (V/m) @ idx=2,ec.Ey (V/m) @ idx=2
-22.136838446566777,-4.102774385453038,0.024708645369113123-6.414817651860977E-8i,-0.012320218304177288+3.198554703091032E-8i,-0.03628458243503432+9.420143290636971E-8i,0.0189947632830596-4.931389033305408E-8i
-21.9288216517546,-4.471183362853743,0.029359453114382993-7.622252667988542E-8i,-0.00806781843467371+2.0945536808528056E-8i,-0.0431635767139032+1.1206056410032231E-7i,0.011863562101460298-3.079998374880447E-8i
-21.73785380447134,-4.010119121164328,0.029295318140194537-7.605602052042374E-8i,-0.01679704093601675+4.360819991777299E-8i,-0.04455822328579345+1.1568132246802437E-7i,0.025654820929941313-6.66046218634214E-8i
-22.409003130464235,-4.436065329538134,0.022761039815155478-5.909183518555217E-8i,-0.007047238516711444+1.8295924102096835E-8i,-0.03297714071090215+8.561470739489862E-8i,0.010710369778644924-2.7806084909801988E-8i
-22,-5,0.029238909629266008-7.590957367716926E-8i,-9.437329833938968E-5+2.4501039655882597E-10i,-0.04252902979242934+1.1041316387581304E-7i,9.946440827257597E-5-2.582278519897883E-10i
-21.41421356237378,-3.5857864376275925,0.026265254356281353-6.818941903059074E-8i,-0.02655113729892411+6.893162359884714E-8i,-0.04312090080775138+1.1194976961846751E-7i,0.04388685107441759-1.1393831703482476E-7i
-21.912178934111314,-3.4718193186397253,0.021678302419774875-5.628085026406691E-8i,-0.020591729852750113+5.345990853341925E-8i,-0.03175961145232365+8.245377806720048E-8i,0.03397735315485084-8.821144240213431E-8i
-20.9898808788387,-3.262146195530385,0.01890880633321229-4.9090730321268294E-8i,-0.03359625034753788+8.722202959581437E-8i,-0.035990206155047+9.343717807616436E-8i,0.06467552510398311-1.6790952878335424E-7i
-21.378659910952685,-3.032711823260439,0.01846940796925084-4.794997155475828E-8i,-0.02761413939927926+7.169137207369344E-8i,-0.026909688809237265+6.986248910082685E-8i,0.05156022234384716-1.3385979663563855E-7i
-20.528816637146925,-3.071178348245588,0.009135262548406797-2.371681756506796E-8i,-0.03395766715954577+8.816033394663791E-8i,-0.022061344113344816+5.727529677483358E-8i,0.0844840303388484-2.1933604251545975E-7i
