% Model,20260626_TI_field_Base_X50_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 2 2026, 22:42"
% Dimension,2
% Nodes,1829
% Expressions,4
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=3,ec.Ey (V/m) @ idx=3,ec.Ex (V/m) @ idx=4,ec.Ey (V/m) @ idx=4
24.693005398128413,22.28973579510803,-2156.6107628820755+34.03002558109574i,12846.798336081149-202.7147798463834i,-886.0757559591439+13.981744485852687i,5460.272807838628-86.15983307150236i
24.47118336285124,21.92882165175391,-4172.279196396063+65.83606565845866i,15254.546650416421-240.7076055059515i,-1746.640786405187+27.560945009372517i,6408.4969375834335-101.122241656205i
25,22,0.4837705665268004-0.007633609628101112i,15006.04384643957-236.78638016393415i,-4.035280650481582+0.06367431084800046i,6363.959935232066-100.41947444601828i
24.160764740288503,22.206993242252526,-6021.381707154074+95.01379528227343i,12510.726390811684-197.41176592687006i,-2422.7580548926258+38.22967037182316i,5285.625307477359-83.40400016613857i
24.010119121161605,21.737853804469793,-8909.50309281268+140.58662016416702i,15573.157495352658-245.73509372507579i,-3613.0965140673798+57.012497997635364i,6349.368090995704-100.18922388743886i
23.61775468964029,21.959470398994622,-10596.979541484066+167.2139873758239i,11877.645199677023-187.42212407773133i,-4066.95874254487+64.17417200564668i,4979.0877429103475-78.56702107698511i
23.585786437626492,21.414213562372687,-14992.173564454584+236.56751542540837i,14859.945471501182-234.48103535065775i,-5654.774747403862+89.22895713146863i,5663.876696007792-89.37258042635221i
23.045634857616623,21.52958489826001,-15889.518727390232+250.72708440062434i,9475.068075496567-149.510896700207i,-5493.814550860261+86.68910167823469i,4096.0983326826245-64.63397727722138i
23.262146195529965,20.989880878837976,-21506.123742902273+339.3537460339719i,12036.50177952068-189.92878571961592i,-7086.5367162186885+111.82130307656371i,4041.088397431886-63.76595346144677i
23,20,-30863.551999639953+487.0083568848083i,-39.977955550227+0.6308281834984276i,-5136.901235256654+81.05722342312704i,115.84264002398898-1.827927445730893i
22.543000182626702,19.742975759262958,-25632.64841868615+404.467832773614i,-4251.334979920174+67.08351855163917i,-3722.0188787234615+58.73122764494019i,1927.4859805576104-30.41457380941886i
23.071178348245958,19.471183362851708,-32077.897381408082+506.1699993643245i,-8626.917454918148+136.1275881256115i,-1510.8903168407269+23.84094386305757i,-268.8939937685306+4.242986098353867i
23.071178348245425,20.528816637146335,-26843.90723579406+423.5807711123489i,7134.825008481741-112.58326339372464i,-7027.321841775284+110.88692784025746i,1954.9775354404312-30.84837407234833i
22.69863375001255,20.86203368257099,-21206.19928339493+334.6211177799591i,5657.960808620948-89.27923126790483i,-6014.1068448173655+94.89900231429601i,2931.22890949614-46.25303577762861i
22.523637796534757,20.385932298471104,-23434.36704451745+369.7802699157655i,1653.3333297385059-26.08860925371558i,-5411.269577179725+85.38659145519462i,2314.564774003811-36.52244522964975i
22.73160781162496,19.25567741805418,-26645.55401031148+420.45087606889854i,-9914.975378571888+156.45237034698394i,-1504.6459050971303+23.742410787389872i,2159.8063920072746-34.08045069395011i
23.26214619552875,19.010119121164173,-30520.403178427077+481.59367410337154i,-17314.607614249064+273.2141331113892i,2418.919577416964-38.169101497220254i,1571.144059809274-24.79171182270511i
23.585786437627657,18.585786437626155,-25932.163355803466+409.1939990097562i,-25849.095158646156+407.883232633683i,5495.069929336819-86.7089107982368i,5676.928618097368-89.5785319359032i
23.365235983346295,18.186685043560026,-19919.75404912012+314.3217828305869i,-23039.99702769223+363.55734735968264i,2760.3826454541027-43.557184103391286i,7546.490808030358-119.0791030373548i
24.010119121163264,18.26214619552926,-18766.155423460004+296.1186877625273i,-32796.18382445701+517.5041290330746i,6096.054689419223-96.19209019780465i,10844.648479718977-171.12205481601222i
23.032012106921172,18.494821357317548,-22631.242904077382+357.107452217548i,-18521.539595543192+292.2587965736325i,1434.2965407267523-22.632339971562033i,5381.799868892568-84.92157711659456i
24.057427554673545,17.832402902453932,-12606.642428951338+198.92526353509456i,-29813.55796530929+470.4400801872549i,3190.3962397607042-50.34254095430079i,11878.67896286354-187.43843624149122i
24.471183362852003,18.07117834824588,-10149.595776811824+160.15453964494614i,-36953.601068678+583.1056819915731i,4080.7049447223544-64.39107883891847i,14915.066446210249-235.35081130280392i
24.45234232915734,17.51207687255633,-6424.912199069125+101.38126464621321i,-29711.977430041443+468.8372002085748i,1563.698253236711-24.674221456511685i,13194.829873828223-208.2065089688896i
25,18.000000000000004,-383.6244743784191+6.053364335062724i,-38791.37259337831+612.1046154449962i,281.0787021461874-4.435253495415964i,16737.820099226123-264.112771739766i
-24.113887828562735,22.152660157660137,-242.85027270833962+3.8320317856487236i,-500.8919465539162+7.903774778454499i,-1778.5720424447209+28.064801096296286i,-3661.2938068912363+57.77302239854034i
-24.47118336285307,21.92882165175441,-164.2026461074323+2.5910193641360215i,-598.2476424317416+9.439989323155695i,-1200.373193626292+18.94116972294675i,-4373.194637408208+69.00639092784847i
-24.010119121162585,21.737853804470355,-339.5830873408704+5.358417637533194i,-592.1733071416529+9.344139952057617i,-2485.9162236230914+39.22626842936006i,-4334.414586083731+68.3944649551031i
-23.585786437626712,21.414213562372904,-527.3308373968412+8.320964633594372i,-521.6333150588907+8.231061145083402i,-3871.407511664467+61.08849075843227i,-3828.911579268228+60.41793040885568i
-23.443055129133207,21.893320163430758,-414.2280353010962+6.536270188562715i,-437.4834712883191+6.903227033591975i,-3042.4024992443933+48.007288408247405i,-3198.463308453172+50.4698344645282i
-23.086900107839092,21.362075415531613,-538.8428851839286+8.502617849568173i,-382.32029203892745+6.032785119231425i,-3974.1678932927084+62.70998800549169i,-2799.63362849541+44.176541096646545i
-23.26214619552826,20.989880878834974,-647.2794896293635+10.213682491707573i,-368.04595269561105+5.807544597680817i,-4778.130794331199+75.39604084373786i,-2715.3755884964485+42.84699971360169i
-24.490366602358048,22.458129802042883,-126.51536095136544+1.996336586866202i,-456.8463844783091+7.208762201328203i,-926.0457990453966+14.612447815322108i,-3337.4703758072624+52.66328269323367i
-25,22,-2.068302458501421+0.03263657345905813i,-596.0839850440552+9.405848106068206i,-14.98630300257355+0.23647488155256724i,-4355.681142324771+68.73003846970482i
23.585786437627075,-18.585786437626734,1240.7131969739166-19.57771080367627i,-1315.9974257499925+20.76565082289858i,-573450.5506212132+9048.706072975325i,578065.1945464499-9121.522388986581i
23.02919103185445,-18.44287748664525,393.78164144415496-6.213638345097668i,-1266.560828280092+19.985570937598442i,-501666.25230818434+7915.992859280222i,410588.4300531152-6478.839398602732i
23.26214619552975,-19.010119121162404,626.4305084578737-9.884698061647782i,-409.6128785171386+6.463445779922722i,-693460.3215731531+10942.388347850596i,394516.11406676355-6225.227882988795i
24.01011912116474,-18.262146195528423,1306.5205859717971-20.6161119697922i,-2371.4475416882583+37.42002121884813i,-404175.04846330703+6377.640080061309i,715274.3838708749-11286.601179761366i
23.624295970664324,-17.932883641227946,669.2460275616564-10.560301297729438i,-2070.792738608075+32.675868580847236i,-363160.00521160755+5730.447274067675i,556682.1085875683-8784.110105459229i
24.471183362853345,-18.07117834824552,851.5843127953243-13.437490180262254i,-3179.670686768872+50.17329815491788i,-217190.5767926968+3427.1371595826254i,799070.859513343-12608.859353928652i
24.014514943923047,-17.687504295825452,571.8664885806205-9.023710523147807i,-2492.285580720636+39.32677306775107i,-256076.1744957324+4040.7285907978708i,607563.9132466664-9586.99449422438i
25,-18.000000000000004,42.05665228080147-0.663628772332995i,-3532.2787941642164+55.73724280423676i,-5113.864906158895+80.69372395357368i,831265.9913810911-13116.879243239237i
24.573332139469205,-17.67054180409742,383.3222396684643-6.0485952524260025i,-2948.03513757592+46.51822798640605i,-127285.60613920048+2008.4905943966253i,689370.2407564556-10877.849323370048i
-23.071178348245418,20.528816637146306,-628.7825755784143+9.921812271451472i,-170.65436218376271+2.692823577910758i,-4683.742658329429+73.90665261534741i,-1269.3563715410419+20.029682935371966i
-22.68355313242294,20.860303904605708,-539.396334670843+8.51135095082221i,-275.03855378167646+4.339943573531173i,-4009.420415978413+63.2662516897326i,-2005.2322546560317+31.641363428345358i
-23,20,-432.89119637164794+6.830763687136671i,-5.271314140312218+0.08317817852609248i,-3290.365156798313+51.9199905632025i,-37.313262396492064+0.5887809222040232i
-22.60834049503608,20.13070006174597,-429.0423885240583+6.770031805532449i,-166.92636224193558+2.633997972667248i,-3241.864802854741+51.154684039810675i,-1206.244584024395+19.033816745272635i
-23.071178348245784,19.471183362852344,-94.55969864857131+1.4920953838012185i,11.750702078502703-0.18541903768732482i,-817.8713858581614+12.905520394355941i,119.27649365947582-1.8821115985495755i
-22.547324704876615,19.61298508443761,-261.7798004600336+4.130728390855048i,-196.7064973213398+3.1039106597456794i,-2032.2101213966962+32.067058000195956i,-1414.6721241529199+22.322678437231453i
24.47118336285307,-21.92882165175441,-400.14371466753073+6.314028048370953i,-1456.0719057760386+22.97594218404987i,-104625.21119261037+1650.9231404161935i,-380569.77812629304+6005.163058596507i
24.435646993045093,-22.42026716070202,-344.7459491085513+5.43988450259413i,-1127.0199188897539+17.7836990013782i,-93101.40284034952+1469.0843497686292i,-290360.93622821977+4581.72158725245i
25,-22,-5.291021631710464+0.08348915092619791i,-1455.1477790429271+22.96136001795378i,-1052.5813706107438+16.609103313618107i,-376480.00686194934+5940.6289186662325i
24.114619643953784,-22.14434135330495,-592.6059670356277+9.350967065935674i,-1224.9184408074943+19.328479015720312i,-162063.0728026461+2557.2581794294356i,-319718.42841612716+5044.9652227503275i
24.010119121162585,-21.737853804470355,-824.2402623960224+13.006017449718229i,-1441.5134921003628+22.746219139753407i,-222928.1685569021+3517.6729196143096i,-388895.47901441506+6136.537629788512i
23.548953818473223,-21.855219742567066,-990.8701980935512+15.635337989147843i,-1130.7250389457065+17.842163575709264i,-287654.8229255748+4539.020740859873i,-299961.3694419789+4733.210670714012i
23.585786437626712,-21.414213562372904,-1285.0977029542773+20.278071712531528i,-1273.7898301951664+20.099640256154373i,-373967.88067276846+5900.9890726855665i,-369545.5297795917+5831.207025496997i
22.822102252170282,-20.925696499254794,-1354.8023941099661+21.377969971406646i,-706.0308130289728+11.140743170697078i,-515254.80478621164+8130.412075021872i,-175809.57948882133+2774.1698179285013i
23.26214619552826,-20.989880878834974,-1573.7824460581517+24.833343976678673i,-892.303851257379+14.080020097749335i,-527470.1466713538+8323.162850445835i,-296378.43244378146+4676.6740718055225i
