% Model,20260626_TI_field_CompactX_X10_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 3 2026, 17:47"
% Dimension,2
% Nodes,1579
% Expressions,4
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=3,ec.Ey (V/m) @ idx=3,ec.Ex (V/m) @ idx=4,ec.Ey (V/m) @ idx=4
4.471183362853514,21.928821651754532,-0.011813103827032156+3.1895744203575774E-8i,0.04319640073657416-1.1663161253661885E-7i,-6.131998381286863E-8+1.655658453947193E-13i,2.2470019017672982E-7-6.066974403390636E-13i
4.187157719903746,22.216524427442312,-0.016636871047763745+4.492006428258125E-8i,0.03538355780395221-9.553669596512747E-8i,-8.456209438789663E-8+2.283202510883488E-13i,1.8472337348640622E-7-4.98758797849323E-13i
4.010119121164105,21.737853804471214,-0.02544595414969464+6.870485999766571E-8i,0.044490342615286504-1.2012529546546015E-7i,-1.2972876548000833E-7+3.5027165744130147E-13i,2.2756210876773153E-7-6.144246984060456E-13i
3.6458534061151644,21.978666159770324,-0.02994637198035651+8.085612676367667E-8i,0.03381345793690142-9.129737796139552E-8i,-1.4833385472701188E-7+4.0050598108719635E-13i,1.7594524895914176E-7-4.750575907943411E-13i
3.5857864376264303,21.41421356237262,-0.04354421722805102+1.1757072777714929E-7i,0.04317893594710842-1.1658445706708726E-7i,-2.1289782518862932E-7+5.748306875317817E-13i,2.126624495946139E-7-5.741951646142177E-13i
4.6991547548353445,22.285323227980953,-0.006029764341073607+1.628054945142178E-8i,0.03635274673338307-9.815353592779571E-8i,-3.0988666327447234E-8+8.367035249875308E-14i,1.9033639833687666E-7-5.139141369170587E-13i
5,22,1.210124018458103E-5-3.2673721243726517E-11i,0.042375443644686595-1.1441500310118276E-7i,-1.873334820601258E-11+5.057845486292241E-17i,2.2159827639534058E-7-5.983221784563886E-13i
3.055023646880288,21.570990724605682,-0.04611689363819064+1.2451703332879782E-7i,0.026552242732280778-7.169187324688343E-8i,-2.1616904364677816E-7+5.836630738525601E-13i,1.4258682795587063E-7-3.8498882818497785E-13i
3.2621461955301183,20.989880878838242,-0.06456400342644303+1.743247979702858E-7i,0.03600520965601528-9.721517511400914E-8i,-2.914104940202056E-7+7.868173179122077E-13i,1.6476488420846813E-7-4.4487026676578057E-13i
3.0711783482463786,20.52881663714981,-0.08420417591245004+2.2735386864467814E-7i,0.022183086139084596-5.989501586527945E-8i,-3.3095421251664686E-7+8.935865744023584E-13i,9.048207364840503E-8-2.443043866216273E-13i
2.687648493043144,20.89392684367942,-0.06459174654499597+1.7439970524485654E-7i,0.01496603999558103-4.0408768976295085E-8i,-2.71808425831091E-7+7.338911191491911E-13i,9.734149476285185E-8-2.6282503384033256E-13i
-3.262146195530385,20.9898808788387,-0.03349325068474407+9.043280851745202E-8i,-0.01900222493269584+5.1306592630209195E-8i,-2.9223812877029093E-7+7.890519480399089E-13i,-1.6476204204677694E-7+4.448625891885606E-13i
-2.99198200319441,21.33522415979693,-0.02782480581091133+7.512783275706077E-8i,-0.01792846403827893+4.8407405141000676E-8i,-2.418987382624138E-7+6.531340433209531E-13i,-1.3778633443465674E-7+3.720273424435878E-13i
-3.5857864376275925,21.41421356237378,-0.02657430382620718+7.175143888000806E-8i,-0.02624186410544227+7.085384139405136E-8i,-2.1589113693987194E-7+5.829127154754934E-13i,-2.126433143179174E-7+5.741434959485423E-13i
-4.099695656567393,22.107805601088458,-0.01250495111979868+3.376375320450462E-8i,-0.0249656936730104+6.740814191749238E-8i,-9.835751662023995E-8+2.655683217618284E-13i,-1.9206164485474632E-7+5.185723518035562E-13i
-4.471183362853743,21.9288216517546,-0.008037570189150559+2.170168708627202E-8i,-0.029277211610511982+7.904937315344608E-8i,-6.178038092219396E-8+1.6680893407803685E-13i,-2.2506921478852396E-7+6.076938170710266E-13i
-4.010119121164328,21.73785380447134,-0.016778651868350813+4.530287686536535E-8i,-0.029210826337239038+7.88701308707618E-8i,-1.3132402792992437E-7+3.5457892056325207E-13i,-2.283073787245904E-7+6.164369601945939E-13i
-3.4628216910226937,21.888414210620354,-0.02081565267997861+5.620290340557E-8i,-0.021670648345706978+5.8511418038878324E-8i,-1.6945185475162697E-7+4.575252219067642E-13i,-1.6675915722833926E-7+4.502548545056154E-13i
-3.071178348245588,20.528816637146925,-0.03382995044217174+9.134190823367835E-8i,-0.009333415543488155+2.5200509457945432E-8i,-3.3319853378482867E-7+8.99646307399322E-13i,-9.001892367632713E-8+2.4305386505655564E-13i
-2.7780794319716064,20.97975227487448,-0.02918826196448505+7.88092063692795E-8i,-0.014802870846820046+3.996820724863129E-8i,-2.6983106864858497E-7+7.285521944085007E-13i,-1.0900117815756023E-7+2.943065330786112E-13i
2.45272537443563,20.39465678076841,-0.07299313533967691+1.9708371377247746E-7i,-1.533258321252871E-5+4.139844693969162E-11i,-2.7629291530852284E-7+7.459993806814153E-13i,6.221781115708528E-8-1.6799000798023314E-13i
3,20,-0.10225872378520373+2.761017040224176E-7i,-4.411838861561416E-4+1.1912100820999777E-9i,-3.1117789410043767E-7+8.401899042339791E-13i,4.132809428014639E-9-1.1158710685518798E-14i
-4.434937762809417,22.40386504255366,-0.007065450021322602+1.9076932689560335E-8i,-0.022749264775255823+6.142371562251442E-8i,-5.5206398906030664E-8+1.4905897545650041E-13i,-1.736979767889372E-7+4.68989885485338E-13i
-5,22,-9.341498583737007E-5+2.5222333916536874E-10i,-0.02915006631357908+7.870607693533931E-8i,-6.178656475341882E-10+1.6682576476387094E-15i,-2.229556390342946E-7+6.019870952015801E-13i
-3,20,-0.024404838861421974+6.589381665065523E-8i,-2.979241544164661E-4+8.04404393683774E-10i,-3.0983205138538733E-7+8.36556081715351E-13i,-6.870139272289558E-10+1.8549582499458183E-15i
-2.5517203245879925,20.178421894587395,-0.024327807972891063+6.568583087886569E-8i,-0.009347911482913085+2.5239648940927158E-8i,-2.792153693439066E-7+7.538900957985941E-13i,-4.682992998245039E-8+1.2644225735377254E-13i
2.51762177700531,19.779563281979456,-0.08495407916304083+2.2937863051997144E-7i,-0.018265266809485148+4.931678299756121E-8i,-2.568845170007143E-7+6.935961078091279E-13i,3.7880704739645665E-8-1.0227907365627173E-13i
3.071178348246208,19.471183362850812,-0.11441991587699507+3.089372972627386E-7i,-0.031573075206844825+8.524827558133643E-8i,-1.9993047538358066E-7+5.398184421671383E-13i,-4.914211454432049E-8+1.3268522530450463E-13i
-3.071178348246222,19.471183362850766,-0.006655920728422841+1.7971190984326513E-8i,0.0010652230809760817-2.876135129948346E-9i,-1.9708082365140397E-7+5.321242951915764E-13i,4.797412763342853E-8-1.2953162269784072E-13i
-2.5141551960025206,19.56365523412766,-0.014915145157575934+4.027135134600385E-8i,-0.01087847598313769+2.9372220236369713E-8i,-2.3644877617067556E-7+6.384189780901287E-13i,-3.864856646622934E-8+1.0435231964019812E-13i
2.867482167289314,19.044533449785483,-0.09728148145250115+2.626629964136539E-7i,-0.053115783457053214+1.4341425142152507E-7i,-1.360465656102816E-7+3.673299169690645E-13i,5.268784127876458E-8-1.4225880181831371E-13i
3.2621461955295774,19.010119121162717,-0.11692943269909624+3.1571306998123947E-7i,-0.06657948326477985+1.7976665561510595E-7i,-2.108975525235331E-8+5.694298017221947E-14i,-4.41821786563897E-9+1.192932072038179E-14i
-3.2621461955297866,19.01011912116235,0.012325064172151262-3.3278052904916603E-8i,-0.008067153549305761+2.1781563069866327E-8i,-2.029125781635721E-8+5.478702100440978E-14i,2.334684376381624E-9-6.303720943299292E-15i
